colName_FirstName|colName_GEN|colName_MARITALSTATUS|colName_EA|colName_COUNTRY|colName_USPHN|colName_SSN|colName_PAN|colName_NIF|colName_I|colName_INSEE|colName_NINO
hamiora|Male|Widowed|"I_1_"@3E8Y.Fq|Tschechien|1 693 295- 8829|770 74 3111|7<D8LB69<5MJM3042041E68780988<<XAYE<<28YX<27|X-8360789T|7vygrfGgk401yflki|761110704646937|HJ 07 37 94 D
nooshafarin|Female|Divorced|I6.GBSH._1._165@m.C-.6Kz7.7d.VQtt|莫桑比克|+1 (092) 3863919|735 54 2724|8<K2<JM8<5BGX1598475V3715353C0<H<<H241FX<066|-8499032-W|0423684540.75827|161012B88222273|CP 71 19 85
chunwei|F|Divorced|X@w-1.--8.X---Bqao-oMB.p.vquci|Vereinigte Arabische Emirate|1 /491909 . 4097|490 57 0658|UOU<<2Y2<1GAH3453386L1548744<SK0<J0<J<<<S302|1933190-W|BxeexdwkiRzwz926|221029389839696|RP 46 02 54
geneville|M|Civil Partner|U.9m@[01.7.995.1]|Palestina|0652899001|293 21 9473|T5YSUK4B77XSH6587448O2228832<M0TC1<2<6<28687|-7790722 Y|BkokmyeuaQxka373|819009733469480|GP 03 13 28 C
hyoung|Male|Single|3.j.I1_@[313.71.367.2]|Yemen|016 .264/ 5056 |345 98 7864|0<<<2<<WJ0RXA2485102Q2498672WGR<NL<<Z<<<<480| 5563797-S|60UcqtDsRwxle7goZg|893121163790249|CC 58 29 30
ignatz|Female|Single|CW@-Y49gd533ROiQ6.PN|Vereinigte Arabische Emirate|1123687 6215|772 44 6364|H252<K2KR1YSR1742858R5295394R52P<<<3<2<VK<74|-0179269-W|UenrmzcijDxzv619|816101473421135|MR 25 78 02 B
kabogo|Male|Separated|_N_N._M_2.c@uzf-O.99.-1e9.42Vw.XmdHl|United States of America|+1/(165) 6237975|516 24 1177|5<0<<X8<77ZKL3088275D3189294Z02<Z3<NC159I773|X 2929767Y|SfqqoobdgXguf063|785109717758334|MT 16 35 55 B
leval|M|Divorced|F__2cq_P._v.C@[223.2.7.70]|Paraguay|1(848)/ 593-5575|772 88 3221|0398E<A3<1ZOA2228508K2458052T4<50X<FO<<KN958|9848691V|WcrnvhehvSuxq558|811100773407424|EE 13 64 23 A
mutz|M|Single|_S_t@[62.7.340.6]|Inde|(367)2857552|737 88 3664|<5F2T74WM4OAE6458181K4691172<<QMC37T<0<40<94|-7405115-X|29JtbybemXlxtWfu8x1|282021937235882|JG 63 89 08 B
rotenburg|Female|Civil Partner|X_x@[7.3.7.0]|Ruanda|560.856 .0743 |684 04 3202|82<1U<<Y37JFW4467475W451203853<JVTT<26Q<<J10|9107699B|MwafkpxfyHjfn452|239108076309072|AG 47 52 32 D
sukenori|M|Civil Partner|1U@[7.9.824.4]|Camboya|156 547 -1918 x0|737 46 6839|I3<<<7<<X2MPH5774231K9718882D9E<P8M<IV6Q<O90|2551277-M|6axcsfGuu758psiel|137112812517435|CR 00 29 80
claustro|F|Separated|95.M_@yQ.j-.2C-X-JR.sb7.QGpPv|Tadjikistan|+11923969812|770 33 4017|Z0<<0<2<V5KEO5525538O1126850UH<M<<6<ZZ9K1<61|X 0859051-Z|LbuilxotpNnwr435|281074770402216|ZT 24 35 02 D
youba|M|Surviving Civil Partner|fc4I9.Z__@-9GYJfRv.3G--2Irc-6X3HR.d93xu---.4-398v4.ORhWg|Weißrussland|1/(680) /0130356|729 64 5191|84E<R<NH43DYO1383466F1256632F1<6<<X<7<O67<57|X 7578430-Z|KeczalablXhbp274|266049427692621|XH 09 94 25
boniwe|F|Civil Partner|_4._0_._.__.y@2yokf.QD.-5uHPh.8.Qvc|Curacao|+1(614)- 6189374|770 42 3888|T641<S8558LNM4660872M97053710<E7<9<<<0K<HI86|X4430013J|NrmxrnmdrWsrf128|299077611589120|BP 24 35 61 B
zaim|F|Surviving Civil Partner|1.vYVpR.v6G._30@---iERlwF-.--ET9i-.m-4C0H---.01.Ntaiox|Cuba|200 822 -9704X.6|700 76 9296|W<L<WE<2F3RPN6896205U9735016R24<7<V<8A<3B<67| 6249096-N|20ZnaxAgGxahm3itJu|250023860287228|OP 19 34 63 A
krip|Female|Married|"RQ8"@3-3p7-72.331LrW0Gli.J9W.e.ui|蒙特內哥羅|+1 713  8347767 |772 05 2346|LR1T<<<<<8SVS0414472F4955282E<2V5<<6IZ<<UK53| 2868256Z|4jujoaGiy895dgfre|828109130964878|OW 35 76 52 A
eilidh|M|Separated|1.L_et_1CZ@6.--HBx43--X.3t.f-4.VRKA|Croatie|4335903503eXT 23|270 01 5030|RB<8<<2YU0OJY5555701I0151303V<<B8B331<<<PD05|X-7178525P|OnhwavcdeWhug353|736113009860710|CH 13 97 51 B
viliorovich|Female|Divorced|Qi0____@83s.e1ijR-.Mq-.z0QRixz12-d-8.Fk|Maroc|1(625)683/ 4403|772 52 2034|<B1<<<F<24QWG8620718F2654407O<B45<25T<<<0R80|6200554 T|BmoolfvnwFusl754|246119528645001|LZ 08 24 10
soralla|F|Civil Partner|"C.u_k6.EtWs_5D._.25"@--q-.6b0.v7.Y.Kqaisp|Taiwán|+1-204109/ 7267|240 13 1001|JBBUGL4<23EGN0063921G01587505<S<M<<<<<09RF02|-0006360R|SyzakpzejWamw682|825115343135138|EG 49 96 09
ahrre|M|Married|3U8._@--zcdU.KA.7--.--.xOWD|直布罗陀|+1.9484198277X 6|314 32 4603|KIPPF6<QY4LGP3063660M08423671<1V<<<61<JC7T63|X 8559033A|EmspgkqduRblu498|282120196298951|EG 83 49 41
ismel|Male|Widowed|"78MiX"@f.W-I.4LJ-6-MI85.-.wIrf|Aruba|334 / 957/4270|462 25 8491|<G<6<L<<94DZA2941513W2583526<<<Z<<R<<IKW<742|9342684J|NzmcrirouKtxn244|283002B75720181|RL 35 48 41 C
mindedal|M|Civil Partner|"_.6.6ce"@qT5.-eD-Z.Vc|Бонэйр|(099) - 556 0451|757 68 6685|T2<23<N<X5BBA3402493Y464290858S<<3L<G<U<<L31| 6796558W|61PzkonruRldwOpt2j4|271041411425003|EM 82 78 27 D
anastasi|Male|Separated|_@-032o.dej|Congo, Democratic Republic of the|1.347/ 165.2756|732 63 6657|T04NUI<<20TFC1981782G7393569<5S<3<1A<<C<4657| 0758833-W|3fwikpOqi949kgpqv|132120829804642|WM 45 31 48 D
kadidia|F|Single|"_b.7._84"@-QB3.-.-Gt.7Nm.HfqC|新喀里多尼亞|030563 .9085X.72|772 10 4751|O4<M3<X6<8LRH8209132O6863545<B<<<I0FL33<V<99|X-1751831 Z|EjcgbygdqGzpo225|133115370979242|CE 66 58 61 B
jorid|F|Surviving Civil Partner|_._K@yXb.yc|Bosnie-Herzégovine|(101) / 4524707|107 39 1759|8<<<W<14D4GCK0422950O1085156ZAJ0<<<DBQU<9690|-3953332-N|LtfdabyfpFdpg839|782107010878265|HT 78 71 14 D
karnit|Female|Married|28_.u.ztz.2C@t-5w.----2-S.cj|Cambodge|127/ 9779305|039 41 5215|Z5H24AO<67FXB6851757X0973749CZ0QWB<E<8<68<35| 8414008S|CkngevrkeRnua322|230047786241021|WA 36 11 80 D
dully|Male|Civil Partner|dk@r87r.K2Q-.9Ir-.--WSf0k.JgbSF|Korea|985/0500128x2397|416 86 7672|8N<H<DD4<6HQT5023966W1517920QPV5Z<4<<<<W0935| 3090621L|LbwdjnsydXpfi171|813088361422134|GC 29 32 39 D
ghilian|M|Surviving Civil Partner|___.8_N@5---C-vmj-Kj--06.K.-3V.r.Jpgwui|Tajikistan|+1664815. 4714|722 78 4493|5E81<G6<<5QOU9542868W6506822C<<8O4E<<C3<3835|X 4155257X|1nluoqVbb416cvkla|780009728295391|EL 06 91 97 B
georgijewna|M|Married|_WX@8.UC-.KXv|卢森堡|6735259504|771 80 7563|17SQL9<H06MJW7033739L8672757DB<7GA39JG66AJ44|0557702-R|ZhknuqcfjIzgu264|847109736502463|EP 24 71 26
yngrid|M|Widowed|"3A"@-rD.BH7-6.0J-2OJ.-b-9--B.pRu|Ukraine|+1 (998) 5119010|770 13 4727|<10W<<E<03AFC2874347Z002729018B<<8<<N9W<2R98|-8840546T|NnoblzfhdJyyq385|731041602188927|AE 40 62 81 A
siang|Female|Widowed|_.2d_7t@aPY.1-.-Vy.Bfp6.TGeZ|Сьерра-Леоне|+1(845)  3786926|381 14 5398|<<2M<7A<P0SNC4109906J9301230E<743Y<K<B6QX<19|X 6221451B|1534949231.51427|793069737714629|GT 13 39 11 B
out|F|Separated|5.1@jIQSs.zh-n5Ds1-3.v-MQK.-.ud|基里巴斯|1(722)/ 2041811 |339 03 5201|U<3<B569<9FOW8651401A4653221<<DDK5L<<9<<<<01| 3872838P|4605299353.27224|874029591887246|GE 69 77 73
shahensha|F|Separated|"q"@-.t9.c.58U-349DSM.SHGx|Taiwán|435  115/6822x 1|771 64 3163|2<<50R<9<5VVN1592538B0509669A<0U0<6P1<037730|2945162-Y|EjavzxjwjWfrt563|235060862101977|CA 26 58 43
krishnamurti|M|Single|n_eJ._e._i70r._U@P-MZ0upc3TQ-M--U.K-6m-1r-M.2nz2-8.-9QgA5FT-60iW-u.HPr|Belgique|(073) 563- 0517 |723 96 6322|TB<T9<<<<2TEH7001145X7915838<KHG7V8H47AWV419| 4332070J|8agsotIkt343hwzdi|296041532704634|RK 38 75 61
aduna|F|Separated|w.3Q5.ag.PyngE.__@[4.293.28.8]|Saint-Siège|(241) / 810/0436|133 16 5843|2QCET7<<<4UJN4799826G5902660<0LSD4<Z26W2U858| 6059184-H|NinsfdwnbAtiq665|832072178341853|YX 09 19 59 D
jamalul|M|Separated|88_@WW9-m.-7--Nw--.XD|Uzbekistán|(444).125 / 9042|411 29 2878|9<T<<Y79<7MTL7965174B4773226VZD0O<59H<<3M618| 1621712 K|DmzukyegaRtip942|222110872563169|TK 82 53 63 B
norvin|Male|Single|wa@-2X.jm0--0.v--C.u-G9-.EGRtql|摩爾多瓦|034/998  2861|766 11 8570|FAQ<<415<4LSS2934913V5414841<G<QK<<MC16<1920|4010933 B|UnsrqrtmnOutk566|222089744627143|HP 88 01 98 C
edijana|Female|Divorced|_62Q@UwsB.V.S.l.Bj|Niger|1 -6286851363|772 61 8816|7TA<<<1<D5RLZ1385556D8495989J0<U<74J4<6<<<30|-1546184Q|XqwmbkkfdVvbt944|873019467602664|EW 58 64 72 C
yvonne|F|Separated|9j@[81.7.2.992]|Südossetien|680  1422972|624 99 0193|<3155<<FV2PEF1859780Z1895215<9M<M<<<08<27<98| 0464328-G|7vygrfGgk401yflki|199101474831562|PR 80 00 70 A
tomonubu|Female|Surviving Civil Partner|_wh_8X__@-Gd-57PyCK4.-6-4.pS|Grenada|+1885-0882883X7|285 92 4415|1<XHK<<<J8DRX1146074S4447981<43<<<1EU<6VE516|1035840D|EmspgkqduRblu498|111051137544215|CP 09 71 23 C
tomisław|Male|Divorced|s_S_@44x84d-Sf-.b.gB|Guinée|0993913126 eXt34|345 38 3518|<K6<7D3215EUJ8458862A07008035C6T<2BH<60Q<Q41|X 5605464E|VcbryztqxWypi782|774092613284867|SP 63 97 73 C
kuhne|M|Separated|X_4vRe_9.m9@9-L-6ABdW8VH.Puk.5Se.3hJplmYkNu1x.KUTCQx|Panamá|893  663- 4264|771 15 7227|<4GT<WI1<6STB1308616A6524215J5L8K0E61ECO2<39| 9694178Q|RejsdiduvLcvk986|708091230014422|LP 07 02 46 C
honorinda|Female|Civil Partner|_49IgPE_@10-28wC-51Lv-A.3.Gi|Lebanon|954  0461505X2|743 43 3503|1<4D6<I6Y6TUE3580091R60057145U7S1<A559C<3<69|3219083A|EihdcanhmQopf019|273073817651491|GS 62 88 38 B
adam|F|Divorced|DLvQE9D@E.Cl|Андорра|270236 .6762ext6|625 46 6889|PR<6Q0X925WID0809941C2347094PEO<<60<S<<<<W89|-3796094L|JhkluahfdAlqy330|153111740492431|HE 02 80 81 D
jw|M|Married|D.j.y@-Tlu.147-.2Zi.lIJZ|Uzbekistan|083597/ 1322|352 99 0133|<JS<<<6OF7QRO5971027R20437875K<H1B<OA64L1<65| 8499493W|KzjiijztjIwib105|725129407121737|RP 77 40 12 D
gerrianne|F|Single|"O_4Wg62"@joub4FJsK-9z.-u--Wj.-lWO-mtT7zV5.EvQ20sl-6x-7S8P.HYgkbE|Kongo|+1.723.924 4576|255 23 6863|<3BY<E3X29MHO8480969H9498009G9<L<H2EN<<<J638|5861605Y|6xzwlhWas491kjjfu|186122833871927|NH 79 67 52 C
schah|F|Surviving Civil Partner|xA._sB.b6Z36@-9.AY|Saint Lucia|091461-2250x.7|709 77 1410|C85L<01<04WNH8975171P9337558<<<<JA<BYS3<HO61|X 4167504W|5425401653.24563|841052A00272163|AY 48 73 74 B
jeranuhi|Female|Surviving Civil Partner|82S.ehO9@b.F-d--r-a-W-m8-Mq.8L.-s.htUyhv|Marshall Islands|849- 951. 7079|772 18 5147|U71<L<Z<M6TGX6462713W6007573B<<6<S8529H<S588|-5790876V|LqkcfbjrvMuvq692|130002B80092337|CT 96 60 87 A
hosuke|M|Surviving Civil Partner|G@Us-.W09-S.w-.9086w6Z-c.iU|特克斯和凯科斯群岛|059455.7223 |646 78 2430|7<<<<<<W26TPO5832399J8391202Y1<5B<<39<9<<<65|-8366224L|OraozezhyPoib902|777049165615632|LB 20 77 74
abdrahamane|M|Single|_._@v.0-B-z7x9K.u-.r5.LQh|Grönland|(713) .975- 4586|770 16 4595|7G1HB<W<W7FWP9225779D68062593<06Q<<<D4<3K<77|X-0899672R|VlkwxcpjeBmai004|712121712774659|LP 66 33 96 A
hawes|Female|Single|9E@pNE.E-.-.--.cIlo|马恩岛|967.241. 5536 x3|225 36 0635|41<<FHPM86WXJ8013828Y5469581G<Y<<89<<87TAD70| 2256953 N|TdxyzakazXrzy308|251005981980419|BK 64 53 92 B
gudmunda|F|Widowed|"k._"@07qBC.qO|Экваториальная Гвинея|+1(056)0975322|740 95 2720|<H740<5W<4AAU0361506O9824567A<<<DQ3Q<<9<<B25|-0849193L|6341689709.25545|240120164312431|GS 14 83 50
puttur|M|Civil Partner|X@[289.8.5.1]|Swasiland|021337/ 9911ext1|260 67 3372|SH<1<1CDD5GXT8125619G80186363NLD<5<<8<<XY<33|X1175792S|QiivekzweFiqx651|807112777349446|JE 32 57 46
pedro|M|Divorced|5_PqrxV.G._y_.vZC@te9-7H.66-v95Ee.Y9-FJN.-4-e.PHpp|賴索托|(703)- 1230983|772 49 6488|ZE<5T674K0PIN1874302P61192879QG90QP<BD262015|1020601-P|NsggjgiraAejy493|899069083627441|HB 82 36 97 A
risa|F|Widowed|"_s"@-.W-o.-13i-a3.1--0Pt.yI|Micronésie|(477) 356  2226|615 90 2307|<AO8Q<8<<2CDA3655726J5452059<<<<<0<KJ6<YDF51| 9578873B|9sgeyxPgq656vlfot|897081631971569|AH 58 87 35
ermenegildo|Male|Widowed|"Q.nGiP_.6a_i"@-1.C-2.S.ha|Коста-Рика|1/037-646  8177|746 45 9605|X8<8WE1Y50JZC7417845F1960941<<W<<LUBE<E6Q<24| 4583981-F|PwsqyucfxOlxx203|824019717035665|HH 41 89 01 D
helmut|F|Civil Partner|"V.A41B2Y9i.g.8_._Ukn_"@-L3-.702b4-xr---.tqx|China|+1(818) 036/1101|758 86 4096|I<3<1T<<<1LRI8035887F0836767BX2<KG<<<N0<R<19|-7300895-N|59QymmayiYlobLps5l0|848091912975415|EL 90 68 78 C
qirjako|Female|Separated|_._@B6.KXd|Tanzanie|0807296719x8|248 23 3710|42S6X17W<0HHR2034759I3991517<SS<LK<UI<X<<583| 5532919M|ZjsivxkciNysf897|154100522970041|XR 75 70 11 C
holloway|Female|Married|"5"@7y.-2-.-.E.Cxn|Vaticano, Ciudad del|632. 433.4112x59|772 95 1532|<0XD<JKN<4YSB0066214J555142695S0<Q<S<<<<C908|X 3522038K|PqjgmqyyhSxuf188|231080451462114|BG 96 19 32 D
baskcomb|Male|Separated|v_hw_.d53.r.CS71@[95.5.5.92]|乌拉圭|077.1745624 X 03|437 13 7863|<Y<I<KNY10LDJ3315629O651213282<<3GHUD54G8<27|-3787122E|0ozsjwStk012wagoi|724086585897508|NR 51 47 51
haralambos|F|Widowed|"Dl6._"@[3.4.1.1]|Islandia|447. 1307874X. 3|724 06 0756|Y9<6<<2AU1EFY5639063X7914717E74J<H7<7G<<9K81|5111205V|OqwfekncqXdfc050|713119741943951|HY 76 67 12 B
pattiann|Female|Separated|PI_.2@SQ7-3.18G--Qjz.jt|Египет|0942429268x. 7|339 30 0447|<<<W0<7I65PUB9360769P5881006MI4<CH<<<<<L5<61| 9537912-Q|82BufyGjBzrru3qyZt|172060540484505|TA 23 66 34
kontiwa|M|Surviving Civil Partner|"I._.QS.B"@9-.HF|阿曼|084 /7380542EXT2|316 24 2064|ZS3J<6<4F0OOP9199133O60856263<NT3N<<9NU<6<41|-2589886R|GcxpbfkkkSqjd530|272072561432751|HH 19 56 89 B
ahmed|Male|Separated|__._X_J_e4s@-8X3sZ---2hwe69-.--fs.-.6R2.qYF|Бенин|1-(863) -6658803|770 78 0912|Z6AABK<S<9SKZ5531879A5259249I71CUV4<5<E<9089|X-1395234-S|MzpwmrcxpZqvc757|870129728591490|TH 60 05 99
victorias|Female|Surviving Civil Partner|"A.9"@-7.KGz4Yx-K-.T--QvD-k.KGY|Нидерланды|(961)/558-4763x2|759 74 6790|O<<<<<<<44EEN7360971Z3370793N<96C90E<9IG6979|6884467-E|SvflhirfsWmsf669|298030100353325|MT 13 88 14 B
alesander|Female|Married|2Y9.p_d1.x_m6._X8_._@-9MKY.c0k5T98h4n-.0s-.5h8-2-.pxd|Bahamas, The|+1252 389  9049 |753 18 5706|XBA<<<LKA3NHQ5433834G7680546<<<MF4M1<M6<<<99|X-8380709P|RqouvbrloTwca740|799030347668970|TP 42 21 88 C
anselm|F|Divorced|F_1_@[283.7.44.11]|Ouzbékistan|(854) -107/ 4431|170 85 3704|2<KMVHB210NFT6336112L3985334IE0<917<X<4<A113|5314542F|51WbadUtGvndi7vdXw|767080890523828|KE 06 03 73
zhitui|F|Separated|e02_K.00V.h_06y_@-5-3-.J1.-g.J32.YUPs|Пакистан|1549-721  6409|714 59 8568|L<4<5<<034MCM4512399S9045311G<9<ZM<6<<A4W<66| 3812921S|9jhdmvMhf847fgkqz|194102882512441|EX 33 15 03 C
mandoor|Female|Widowed|__.Bc__Cu@4.-l-Z9R5.N.ta9---5P-.zJ|Malvinas, Islas|+1898  5901573|583 86 7504|5<<<<B3<68IIS5583707I2807147D<U2<A9<25013F02|-0916946-P|OpbdwxsgpRvzi564|139029293732634|EG 81 70 77 D
jictzad|Male|Separated|4.r@7.3jBRSY--zjQ4.6aF.-.QZW|Гвинея-Бисау|880 3597407|220 06 1042|4<2U<J4<<0FPT8980515K39953312NL<C<A<<<6<L<61|-0829756F|VmywvtgrwToon001|176071956857436|YY 63 08 87 A
tinisha|Male|Widowed|__501.v_6@K-.nu|Malaisie|337.8139956eXT 4|037 59 5267|<<C<0<3<12JJK0762533G282799440<R<8<<07TZ7N52| 2745631Z|NgtujrwmgAypd880|834114766260445|WP 06 45 83 D
ofelio|M|Surviving Civil Partner|_.5Vd@[4.9.7.87]|孟加拉国|+1 (899)/3818355|771 69 8933|G77<<5N879ANG1855991D7503603Y<<63W0<4QS9<140|X4347526F|5403708060.95196|124007276286769|NA 74 09 73
zampier|M|Single|"ZR_k6"@2.We-kgE3p049-.---3N.b91.Wqp|Schweiz|+1-1834728797 x1|772 86 2653|09<95<<I<6CYL6231178E8266929AJZN<<<2<<<B<547|-3928564D|KboabqbkeCrqq189|755010196435666|SL 32 28 35
bistra|Male|Divorced|_k@1.2-LF71oCY.c-V8.-G-.uyM|Bangladés|1(062).4243506x3|772 05 3265|<II49<<JO8MEC9292103Q7079772Y3<P4<FVX<<RB<75|-1740290-S|LcwknqspyIntk882|127050511955474|KY 17 39 50
mameve|Female|Married|__0___G_.2@-2MWX-.--Na3Lbd--8LyL.7QS80z6.d5-AUF.jl|Kirghizistan|+1939 - 6463294|737 12 9304|<R58WP7<<6KSD2984571H1002928AI9<9F8X<<TI6S79| 0158928-A|31IbqhMfKvrti8ffLo|159109734271914|CZ 96 48 13 C
koogler|Male|Widowed|__.__Y_YF.Ts_7F__2.7.vU@--9.8h.dhQ-N-3Fp3.s.Axg|Гваделупа|072/ 0953718|716 16 0353|<H<<<ZN155QYM7325373H5664870<<CH09<<Z<99<C92|0639242L|CjbyhvivnNstw828|721129710890701|HG 34 21 96
hern|M|Widowed|4@7-9-Y--86V93nf7-.-91L.W-r.6303I6--t4-.CxkEEn|新西蘭|028- 5554027|580 21 9167|<KK<YXM2Q0DIK8027802G0235548<6<UZFUD<7<0<W24|X-1379683P|OkzhmmplwVucy649|290124418752202|NS 19 10 01 A
klit|Female|Divorced|7l_6_QTj@d9pk-B---e.-N-F-7-.9Z0V.1y.nnJ|Чили|036. 434/5623X 8|772 60 0328|B<2<LELC<7KWO7013349I7314767U2S2W<OD2<0P<J02| 9149827E|DxwmirnlyVrzs533|770119734379357|OB 40 53 13 A
chilarijewna|Male|Married|LE__w1PE.y._5@J80V.-.iX|Georgien|065-5960288 X 06|756 16 3149|S<8R0R<6X2CXJ2209613I1549811T83<6F<517<2<S82|-6859326X|XemlcxdwbLxso196|217021867345188|HP 00 02 07 D
kouta|M|Married|i_3_.51@-6on.7.-8xzT4.9.lsZ|Косово|+1 (273).1964469|770 51 7169|S<Q9W<2OP9NUB2819698Z4797626V0F73R<0<<0<<618|3443199-W|97QcoxBsHdmni3irJb|128048908153663|MH 54 12 07 D
felicito|F|Surviving Civil Partner|M_N.C.P@3JS0-.-.35-.-6-W.dQrKJ|Indonésie|(290)  906/9848|524 60 6516|C8<<<2<5<3JIT2829824F7247206<I<X<MY7F80OQ<29| 1891890H|SxjvcksygQkug690|124079720213662|LX 30 51 05
maffy|Male|Civil Partner|___.21_58o6_@-Hw-5-ZS8-74V.m.9-Rw3N-.7Y-.YToTJO|辛巴威|1 941996  5948|578 53 2340|R0<<8S0<65UTD8102939P3061242<S11<77<<<3Y3213| 9169863Y|VkoewozdeXquh295|813112455234912|AS 05 37 65 B
fellipe|M|Married|N5.5@XP.lb|Черногория|+1 .(184)0473928|749 11 9568|<<15<O5T<4NGM5816499R2613503BRKW9<<I7<N07T79|X 9099671-Q|JkebmiybtMgtz214|744111096407131|BY 41 77 62
maricris|M|Civil Partner|dTw@G.1.-.526tt--f.tJiuW|瑙鲁|752309  5875|772 63 4242|<<PM8<CF63XXR6870950S5083059X<9ZR26<0<<89<61|1977318Y|BwlxyzessLben622|810109333815742|ZP 61 29 48 A
ababacar|Male|Widowed|Ox_1q@[4.6.04.49]|Líbano|314 5475619|050 97 8275|<AM53M<<<0YBY0728386Y46543533V0C0<<0<<30<644|0088393-S|9762793448.13225|836010995165546|RK 82 19 07
anima|F|Surviving Civil Partner|2_@S.A.v.b-.YRLS|Tunisia|088 041-6996X.09|770 19 7292|21V21G<<98HTD3144173L19447884<18<LA<2J5<DV02|4887527L|OahiagfezIsgw836|119124276165209|ET 98 50 39 C
hamsad|F|Surviving Civil Partner|3_h._8.u_c@Z.j.V-o-UaD.--xHcT0XB1CCWke-.cu|Гаити|1-(189)  7518147|770 11 6550|M7A<6<3<C1DZZ0675403W4257661J<8<J5OK<094G<61|9901881 F|HtwdafhseKbck321|294112A99029774|YE 69 18 77
fontela|Male|Single|J_.IDl8__E@-.9NCw.8-g0.h--6.pN|Namibia|021. 4311515ext4|749 19 0416|<<E6QJ4L<0EKG0130419U6893958<<0T9R1<125I<477|-0841772L|75HhufbcwWrgpRkb6d3|199129743545621|CW 49 56 11 B
blaine|M|Married|"6nlA"@0y0WXS7L-Y.-1.Y.4-0n-C.ycOcI|澳門|0829537709 x33|028 69 5642|N4<W0<GU35JGM1721420M1666948X<<3415<<4K7WP51|-3280126N|WznrjsknfMkpp826|185064313594309|ON 40 70 12
necîbe|Male|Surviving Civil Partner|6_jP@-1kB.--6.-Vr-.-.ZGxey|Kiribati|(161)/ 122/3946|770 23 5746|<07F<<D2<6OPW9694215H3877967T<N<DWZE0M04G<99|-5227979N|68UtepNtQmabx8tiTd|832121589287461|BE 37 77 88 A
suleman|Female|Single|f__.J.1@VdASY.-IJ-hQy.3C1--tZY-i6y2-.5-pCf.eBZp|Burma|1-(949)  3265639|405 91 7238|<9<M<VY387UBF2979389G9601361H80<<DY3456<E268|-6705222R|7553859612.31339|142011502403348|WT 71 19 02 C
celia|Female|Civil Partner|P_1_b.1qk0@-92.Zt|Niederlande|003973.3014 X. 2|751 19 4429|<3P9UU6<<7COB9968924F823342710D<S<<8<<W<O572|X6594183V|3697891322.89312|192083952426665|BA 95 99 13 D
melcion|F|Widowed|5N___@-9.a.-Ibem4SQ-pN1I7.j0JW9G3.Ii|Libia|1.350920 6115|737 47 7052|<16<815OY1KSX2704779T1657481L5<<904<<A<8NN53|-9380401B|QyjezqptgDkvx822|789119468068767|WJ 37 18 94 C
misako|Female|Civil Partner|5___@oon.03u.Kxy|Ouganda|583.158 1184EXt0|772 74 3976|<<KO<5J0<2ESQ0249810H70782837<1<9<<7T<<<4466|-7326868-W|DdbdcqjpvPazp854|195122B69897948|ON 69 19 48 D
badjo|Male|Married|Yn_L_.C__.4._b__p.Q@-0Z6-U39C85-P-J-.bs601-fhuB2--.18-y-DTg-.t.ynL|Argelia|0814036960 |741 66 3833|N<661H<8<0NWI5521337G55542757O<K<VKB24RN5<56|3289179A|OpdqpcunfTkim306|879099733408329|RP 02 29 62 B
broder|F|Surviving Civil Partner|4._4@-W.Mk.q-p.w.Nor|芬兰|+1881 5904076 x1|742 78 9418|7789<USW<0IQY2515981Y4478484Q<U<O<XZ614M<028|6319840J|JocqtpdtgDhur462|262096419063697|LH 23 45 72 A
jax|Male|Surviving Civil Partner|"s"@k27GU.Y2-6.r4w-Yn7K-a4.4448P7--xW.FNljKT|St. Vincent und die Grenadinen|(996). 341  2512|772 19 0072|84G<<FY<75UQG4942271W5475584Z<IVQ<90<45<<R60|X 4552770M|WrvirnwhfEjzv242|233112B61226311|AW 30 52 69 B
wijdane|M|Married|w0.F@-COZpK.p7zU.eM.--D-.tTmW|Kroatien|001509 3557x 122|574 94 5335|3I<PN<<<<8NQK3513989P8503569<<<18<<84K7E<345|X8237375K|28RzgfuaeNbmaWbo6t5|751111142037857|AP 27 08 95 A
tamela|M|Separated|"4P._"@x99-4D6.-1-891Q3.s41Fm55--0EVE.t.FnhfO|Kuba|425 /7071336X6|352 69 3575|8V2<C<LEU1UVN0216174Y05852460<<<0665N<ET<T93|X6245744-T|YegtqeurcUjqr291|760009717324901|YB 27 70 23 A
adedeji|Female|Civil Partner|_Ve@n-5.ph.-j.u.vOQ|Саудовская Аравия|1-216637 /0583|353 92 1520|Z5<QIOP850GUY0144066V553073421<<G<210<GV<035|-1183387R|9382959818.79934|281106331597666|RX 74 62 85 A
jeritt|F|Single|p.V31@-SY8-j4f.J43R5D-.--E.CG4I93-h9j329.mx|義大利|+1(512) /1711022|201 35 4496|9A<XTW<4L6ODQ2403768F7507528361<<<E73<7U<<81|X4436225 X|VwhsmpjopTtni320|867082A74392274|HY 64 41 25
sondos|Male|Divorced|fy.Z_@[1.8.02.69]|Узбекистан|007313 2825Ext 8|760 90 7695|9<<27I1<<0WDE9469577K8731709U85<<<<8<XM<<B95| 6325047 L|08GmyfrgyRrdhKlk6a6|723100219188169|MW 11 66 98 C
lamiri|Male|Single|_H.N82.o7.0s.M@6I-.V.i-.-.bN|Фолклендские острова|(769) 2521960 |772 20 7318|<33M<6<ER3NAU6309009K09315323YH<72J6<<<A9<07|X-7543302A|WekmunzwuPunp758|141129747325779|SC 07 20 69
