colName_FirstName|colName_GEN|colName_MARITALSTATUS|colName_EA|colName_COUNTRY|colName_USPHN
zhiguang|M|Single|V__5@[5.003.07.8]|Viet Nam|+1 (796).7155863
ryad|Male|Civil Partner|"_9"@MtwZxV-.F.hj-SOdh6.JP0fS.RTWG|Вануату|1(549)- 942 1429
gurbanguly|M|Single|J.sAhSD5__@tn5ea-k.-H.-7Wiv4bM98n-E240.r-.tZZw|Australien|+1 187622 8946 
lynsi|M|Separated|9N4X7Eg_.c@[15.7.324.5]|摩納哥|018 /9214683
kōjin|F|Separated|8__o__@5b.J--3.Q9EKYEj4--.3.YWPeMn|Kolumbien|1(481)- 959 5340
hindrup|F|Widowed|4@Z-K-T56.M.q---P.797U.zlBG|Северный Кипр|018  5407419 x 7
antida|F|Widowed|I5__2._3_@-.k7Ey.y4UgF6ip.6zp-4dMAn.Md|摩爾多瓦|+1 4618401148x.9
benigna|F|Surviving Civil Partner|"a_U__"@HNwC-r---0.-.xc|Pérou|1(965)/ 343 1588
nayma|Female|Civil Partner|v@[94.2.840.6]|爱尔兰|+1186 516-7372
condungua|Male|Surviving Civil Partner|"_E._LF.RRIQ_k"@kSM.24.-Y-l.x-W.fHjTWl|Palestine|1(716) - 3416502
megat|F|Separated|k@5-.m66-j.B.k.pK|Indonesia|+1/(112)/5845085
stasys|M|Married|"_1"@bBYg.-.AO|Libya|+1(870) .7060806
hee|Male|Divorced|"C4.m__GA.s0B"@Z5yP--Ud.Fk-1.3.-.bw|Папуа|+1798245 .5392
nicolasfrancois|Female|Widowed|"5"@VwVT-5-X0Q.--F7.-Z.l49-M.tYOsJK|Виргинские Острова|926 . 561 6506
mamie|F|Widowed|"7"@-j3--S.72-Z004e-cuYm6.-6x--0.u5rO-C.FreSaW|尼加拉瓜|375 6711038Ext.7
timoleón|F|Separated|h@wa.2-Y-w.pf|Comoras|067289.9630
marcelli|M|Single|3050@W-2-E-8PX-.E--t9F4T2-Y-B803.-ZzT.2X-S-47.RoM|Letonia|(918) -1089005
yaroslava|M|Widowed|A_5_.ombK@[54.4.6.982]|États-Unis d'Amérique|044/ 121/6388
zamba|F|Single|1_SL5_.e@[783.6.793.272]|Tokelau|065611/5109EXt02
wolstan|Female|Surviving Civil Partner|o9_5_B.___.QW@C.-8X8.-.-g7-4QP8-.Miw|Îles Marshall|+1 612 / 7511028
muchunu|M|Surviving Civil Partner|1fI_FXU1.E_r_@1-5.-v-.Kc-0DPm.--70.kXf|Монголия|+1(284) 914.1662
antonio|F|Widowed|_S.7Utt2@0.-1x-45-66.UD-1.0.wsgU|Vereinigtes Königreich|409  887 - 8977 
andreina|M|Civil Partner|"_"@a08v-jf7-C.r.PE|牙买加|926/ 6280306Ext7
aurelija|F|Married|s6G7_9yi@-.-T-Bz.49h2Zn.Z.SNKrl|Belarus|(110)- 491  4380
lak|Male|Single|"6q"@t-1Wa.d0-K9---V-Q39-u.fW.A.GwIOl|Cyprus|1537- 371  2111
abdelkadir|F|Married|"iAl"@53CI-iU.6R09-O.O-mORWH6ak.--468-P--9-.XJoIZw|Barbade |076 -366 - 3891
yedra|Male|Single|_.e3@-dJ.1j-.0-.bs|Лаос|557. 2314999
yonelvis|Female|Single|9._.h_.9xTQ2q.edf__Ih_@Ed.u6.6--6-l.Sw|Puerto Rico|(608)715. 3844 
nemoede|Female|Single|"b._uv_.mw_"@b--Z-A-y.-G6.-9L0C40-g-70.w21Y.wBIO|Congo, República Democrática del|(831)958/5572x.3
dharma|F|Widowed|DaA@bl-T5.vw7.--0H5g4iO.uX|Wallis y Futuna|+1867 504-5903X8
severino|F|Single|58__@-XRV.-y-q-.6.-.iBerrL|Греция|+1093220.4033
nabil|Female|Widowed|R@40Ui-XQ.qI|Ecuador|(769). 1518939x3
delfim|M|Surviving Civil Partner|"z.5j6.I_"@Sg8.--X--.La8-DCbz-q-9Tg-c.5pR.Oka|Lettland|6570467866X 2
chongtao|F|Single|T@8MFUf--I-zO.-.pp|Francia|1 -153 187  7802
kimberley|Female|Married|dI.H3Pc.4D7BH_@--.Q.-.-L4-mk-.Ngvt|Feroe, Islas|+1(781)8702247 
pengpeng|M|Divorced|"93_A"@[71.785.73.8]|la Barbade|+1380  2254669X4
meiryan|F|Separated|3@k-U-E-3Sw-.-m.awX--6zBcu8.J.LoqZQ|Grecia|1.675.4914978 x6
ton|Male|Separated|p1.zkI.l_._4nv@w--1j-19-Rl-7-.-.W-6Cn.a.Wqa|Новая Зеландия|+1 959. 654 5114
loreen|M|Civil Partner|Ud@-Q.iL-f3eA1bHuA5.e-1M---.3-.MOVBbB|百慕大|1 /(272).5305255
gerino|Male|Surviving Civil Partner|AMeL@[7.4.9.134]|Polonia|+1.916-384  0889
ahmida|M|Widowed|g7.u74@e0eK--HiU-.a84.-J.BL|Куба|1.774 927 3121
tamer|Male|Single|0@ll--KFvb--UD.Zo0928.J1-l.9-.kcXGsw|中非|916053. 3640X425
narla|Female|Separated|eSi_@[51.6.3.643]|Haití|(119). 254. 7864
cathleen|M|Separated|kU09N@-5.6.6oa.42k7.Edv|安道尔|0919276936x96904
shelmire|Female|Divorced|5w2._u5t@-HH8n-1-0d-F-8-0.-x15no-.H2Yo5f2.8I31r-p0.BYSS|Сахарская Арабская Демократическая Республика|(197) -626  4715
kwang|Female|Single|9.mnvc._@[26.3.620.7]|Танзания|1(872)809/ 3106
blandine|F|Widowed|"4M8q"@a.-A-E.3q-N.-nU9M.Zg|Vatikanstadt|+1 (500) 5362842
elder|M|Divorced|A_._2X@FtzZZv.9riu8F1-625Zht3c.s.d-fg-H08DVo-.SZnJIS|Albania|1 (397) -1830021
bowditch|F|Single|d@[3.562.547.284]|Catar|051. 2654737X 2
cartha|M|Single|N499A___._@[972.8.3.0]|Бахрейн|(144) 804/9457x5
fiordaliza|Female|Surviving Civil Partner|_@[2.074.40.57]|Малайзия|1.(235)591 .5159
shaig|Female|Single|A.MHV._@[40.1.4.192]|东帝汶|(916)858-6453x.0
handré|Male|Married|i0.9.CO863_0_@-d.0a.M.G.nFZ|Siria|071 /129/8532
theodoris|F|Divorced|_@9.ZZQN|Nioué|(304) 7280392 X7
haiat|F|Widowed|NdyPpr@-z-.5-c-p--Oz-l-.--Cpk93-At-7.-.Mpmr|Marianas del Norte|(178)1258186ExT5
irone|M|Civil Partner|xx_4f.q_U.3ltlM7k8@mJAUc.-.4.v-.lGITrw|Ирак|(304)  667 7818
ermilo|M|Separated|"7E__3_"@jv-ccL6-2-.G-.20.J.tCs|Микронезия|(849)859. 6228
salahdin|Male|Single|6_7.3@vz4niFJC-18-P.QU.-.qP|布隆迪|004182/ 8541
asin|Male|Married|Jx.Y_c@[326.5.97.2]|Niue|+1(003)457.8767
domba|F|Civil Partner|0xf8._.4_QHi@kWIR46Q-.-JQ-84.0NKlaO02W95-dk--.RwY|Isla de Man|1.(477)7010533
demelza|M|Civil Partner|"6"@[8.5.05.30]|保加利亚|+1(150)041. 5452
huston|M|Separated|mTa_9h_9@[4.19.330.8]|Luxembourg|408009/ 3023eXT3
roibeard|Female|Civil Partner|"aGx5.P3.Al0"@GB--U.B.--gvQ3kNs---.QNB8.UKDFNb|Аруба|(795)- 606-2089
etelvino|Female|Surviving Civil Partner|"8__"@[63.5.1.03]|Канада|9118825799ext.7
alannah|Male|Surviving Civil Partner|"r2_ED.P.xGcg"@4jyf-.-o5-Ni.a.y4.WNRnE|España|898137  3648exT5
evy|F|Divorced|ja__L._z15.__nW9ae@[3.206.4.4]|托克勞|324214.0412 
eilene|F|Single|3E7oD@x425X203-829.-X8n6.8G-.-.WK|Países Bajos|(717)002.6659X 0
galeazzi|Female|Divorced|_5xl0__K.43Z3z_._@[5.5.01.0]|Kiribati|1/(199)3927848
gulu|Female|Single|E.31_36za_.V@9bLd7C2.LW.--z.qCV|Usbekistan|1.030/210.3506x3
neva|F|Widowed|T.w.P.F@5.T.O-.70.pMx|Rumänien|5160911983
akkitham|Female|Separated|uB.4Za_i_@n.--3.l7.5.mht|摩納哥|1 .(801)7315778
mohamadou|F|Civil Partner|"6_1_M._41Q.oo_yr5B"@Z-.---.1z--p-.-f.Lm|Nigéria|+1.(152) 0088183
donaciano|F|Widowed|"__gxm_5"@F.1X.9w.h-U3-7qr-.bJPJI|Haití|094 755 - 7991x4
aischa|F|Married|v_7_@[338.1.79.7]|Transnistria|237 7521553X484
jaoudat|Female|Married|"mp_3.d3P"@sM8.On|Bosnia y Herzegovina|964-063.0203x 09
dryden|Male|Surviving Civil Partner|6o5CzB7._@5N.P05t-iR0-3Br.I4Z-3bb.h-V.mIBW|Islas Vírgenes Británicas|080-6788558
tomika|Female|Separated|"uN3"@66--.D--3v1v--.8qEFF--y7-.--BAP.HLzUzE|Malediven|1 234-132 8678
pretty|F|Married|Kl4._@S.39--6-.X.a.lGmj|Черногория|1 -948678 2684 
pichler|F|Civil Partner|Hmsp__.6.9@-1m.R2ZZ8z.c.Ly|Suazilandia|249  441  4577
abdelouahd|Female|Single|o@OI-U.st|Германия|046 121/1740 X 8
mariamu|Female|Separated|Z7_4.7.C8d__q@Sx4o-u9-.Tp-u3Z-0-P--yU.-F-.-.gj|Азербайджан|261 - 719/ 5449 
ermerinda|M|Separated|YDf@0aI-L92.-.lK|Saint-Vincent et les Grenadines|1996 1299954X881
tatico|Male|Surviving Civil Partner|U____U@C5oH.-Sp.mE|Siria|+1.297268 5968 
dierry|Male|Married|E@cH-.e.v.B.Ia|马绍尔群岛|+1 393869  2511
tahis|M|Civil Partner|_Q.M_._@[8.5.35.6]|南蘇丹|+1 (046)3706786
minnie|Male|Divorced|_.E3K.o32_.73.b@[9.5.8.91]|Papouasie-Nouvelle-Guinée|(744)- 1775335
irton|M|Single|c@DQu.7LR.0C.9.dRBF|Japon|(272)  549/1465
raghabananda|Female|Single|7_W9@QE4--.m.--A67SF.x1--l.Svi|Sainte-Lucie|+1-911  999 3436
chenlong|F|Single|9_@3.4-3.xM|Tonga|093 243- 2168X 7
noema|Male|Widowed|z@k1.8.H-68.zs|Greece|(655) 684 / 0803
nandha|Female|Surviving Civil Partner|___@Yn.-78mF0L-0--8-j-e.p.7-Y7.ZWrX|南非|696  652 8025
waheed|F|Surviving Civil Partner|"__.Lp.f.w"@--.-P.qj|Jordan|1 674/ 957/3006
samina|Female|Separated|"_.SQ_v8"@9-E0M-.-L.01szLmZ5.--.AU|la Barbade|(544) 7616512
midori|M|Divorced|"E"@[5.22.1.8]|Алжир|866/ 820/7416
athmane|M|Surviving Civil Partner|g0@[264.8.475.38]|阿曼|+1/363 / 1820872
suifen|Female|Single|v_rQ@5--.-.L.ig|圣基茨和尼维斯|887- 549-9293 
wilbur|F|Civil Partner|00__nD@[96.8.1.5]|Wallis y Futuna|1 .527/9146674x3
finlay|Male|Separated|zrU5.G_.S9.Ma09@ZMJ.I.7Z-r-YaJk.r7Y-M-CQ7G.bEEL|Pologne|003194/ 2859exT6
ingward|Male|Surviving Civil Partner|d@D.P6.L4-.-.XSnT|Chile|1 104 745/ 7007
andreanne|Male|Widowed|O1_.6Y.7.1.A_Q8_9SK@90.7i07-.-kUy64-jw.T2RWc.Kr|Maroc|031781/1620 
yanko|Male|Separated|XnE@PJaj.im|Киргизия|633  2458592
jaecki|F|Divorced|6d_44aPp@8nl0-yuMy.6V-.W.82C8.azWY|Turks and Caicos Islands|+1 -2606157499
elizah|F|Single|"V_.Z0__h"@gZ-FcF6aq.-H-.S.I--.EC|Tansania|(614)779 1968 
jane|Female|Separated|"_6u6_9aH._"@74vZf.A-2j-.T---h-vkqsyCbni-.t-.Dwqvc|北馬里亞納群島|+1(474) 924.0950
arcadio|F|Civil Partner|T_5@[1.049.5.5]|Dominique|573  222/7065
taracena|Female|Widowed|k_._2.w@[8.90.778.941]|Norfolk|113  2433704eXT4
abelin|F|Civil Partner|2DB_k1_.z2_._6@-onc--BGb.U.X.aF1v.UFx|Сирия|(452)  746/ 2512
ainna|Male|Civil Partner|SF0@[102.01.099.9]|Хорватия|(968).282 1743 
aines|M|Divorced|M.j.H_@oe-6-n59v9dT.R.uX|Gibraltar|(998)- 315 -5043
mamane|F|Civil Partner|_e.Qn@4L3e.9-Pkt-3.So|Russie|1 1016129825X. 5
cataldo|M|Single|_a.wE.m.18.__@W---XwZYC.7.tH784.Y.RW|Ирак|(927)746- 0461
seneh|F|Married|2@x.MW|保加利亚|+1(757)/3230449
guadalupe|Male|Civil Partner|w_@LC-Q15.-L14.Uj.-2-E.tp|Belize|+1(651)077. 7447
nicasio|F|Single|y.M@dxk-.F.z--L.V-.psyy|Etiopía|+1.(154)-8118359
kazumichi|Female|Divorced|s@i-1.-.kZb-3u-t.---y--.imxUmt|Gambia, The|1 .331/335. 8932
toqeer|M|Single|5@-GM.83Ex7g-FuC7az7v-.-.p-BR.hnnd|Pérou|(732) 1045439X 1
floarea|F|Divorced|g2_.7_.luc_Wx_@XTN-3-xXAHHQ.U5l.B.X--.MO|孟加拉国|(120)-227. 7207
lowes|Female|Civil Partner|_.i@H--.-7-.Np5.M1ZOD-.ZIdG|Мальта|022411. 9511X 96
jhanda|M|Widowed|7B_7.4.Z@7-33g.0V5C.b.uZ0.cKCOyN|Тонга|006233/9098x. 4
hammad|Female|Divorced|xs_w3_90@v-Y-4Zs4sq-8r--.R.Xe-4H.1.Ezm|Indien|027  871 / 4180 
nordeide|F|Surviving Civil Partner|h.9kd30AEt@Ep-T0XH-D-D--m.1449-6s.Y.rw9-6.hrp|波斯尼亚和黑塞哥维那|291664 -9775 
shinyemba|Female|Separated|_.3@-44j--S-78-p3H-.---R-30-UI6M-.IV|Barbados|(727)693 0636X 8
ademar|F|Widowed|Qp78ufE@JXN.P-e.-FP-hh5LX7XK.Y.zEFG|Irán|311  8750739EXT8
evencia|F|Divorced|_@Ac.P0-.3.p-cb.KSRjO|Kiribati|+1.(078)8817262
justiniano|F|Widowed|C@[4.762.70.1]|Îles Fidji|146. 0954766eXT8
omvati|M|Single|_KHu_NW6@h.8V.80.B1k-s26.qXWWez|立陶宛|+1-926 - 9365411
hidaya|F|Surviving Civil Partner|4@o356sBa0X-4K3.w--b-HKxH.B.-48.CVuez|亞美尼亞|(771)  3062287
attilio|M|Single|T.l3mk@--.5K-v65H4--5mWDT-.r5.-zr.GPJHI|Gambia, The|1-(796)  5440546
heðin|M|Surviving Civil Partner|EMLS_0D@-8AK.4T.h.-Q.rntt|斐济|+1 (853)120/9532
mykayla|F|Widowed|J.3@r.-QcfB.-2e4.iX-VdC-HERXt-x.UV|Transnistria|(632) -307.9008
lyazid|M|Divorced|g_.7.V@[0.630.2.9]|肯尼亚|1 -474717. 2818
leora|F|Separated|"99l"@9-Cr-7Py.K-7wNMQ3--666-oF.6q.M756.mqMzUW|Guadeloupe|055. 488.0766
siosateki|Male|Widowed|4.3__@6--Zw8NP.8rSjz--Jq4.-Y--9.1-Nn3L.wCYlIV|新喀里多尼亞|+1.(967) 6443897
divya|F|Surviving Civil Partner|"73219k"@Vs-.yU5-ito67U3q.4.82.Br|Jordanien|+1 .(500)8245765
agrippa|Male|Civil Partner|_hxAD.2@AB-q0i.6z-DIL-7-6.C.xf5A--.aRMiVA|Guinea-Bisáu|+1-538 221/ 0884
tapping|F|Separated|"L7.LTJU78B_.87K._.5S_C"@aK3Jp.-wBNc-.nW9rm84.-zJX5.kOMD|以色列|(324)704 -7227
basiru|M|Separated|_P@p.N0.Qm|Панама|(001) - 9160249
chaib|Female|Surviving Civil Partner|"r5vS.r_.__1_C"@nn--oH0-x1-UfM.-e7.x.-2Gci.HeNRhi|Антигуа и Барбуда|+14429073406
aadnesen|M|Single|__1@[02.6.83.07]|Azerbaiyán|839250- 3595x.57
sunitha|Female|Civil Partner|_w@i-0D7.e.6w-9.-p.Vx|Jordanie|738711 2359
kenneth|F|Single|Ji.LjG_C24_.X3F_4@-Kk6YK1q.-MY.5.--.WB|Yemen|773 0192943ExT20
jewsei|Female|Surviving Civil Partner|"y0"@[68.8.72.1]|San Marino|008.073.3239X4
jerai|M|Civil Partner|a.3.7Wn.5Tyx_xW.tS@m0--kXd9c4.Xz7-Bp-X.xm.R.wVHDlI|Marianas del Norte|470 5316831x2
elissa|M|Divorced|"3E"@-tI.ST|Azerbaïdjan|(638)- 761/0187 
toshiki|F|Separated|56.P8.n__.2n.8@tBogQ658.bK|Haití|(985)351/9044
haifeng|M|Single|2.__9ZB7._.ScI_@675s.6-99.v.9s.ekH|Malí|+1 -(796)7418416
danek|Female|Surviving Civil Partner|h53._S_@0.--.DmWG.t5.bSpbx|圣赫勒拿、阿森松和特里斯坦-达库尼亚|452 .7250740 X.2
oiane|Male|Single|_w.8_.BBotdY.ld._O@L16.07.p-3.Ae|Palestina|+1 143778 /1808
francis|M|Separated|2_a._f_.R7u3Bhxk._@--r91t.2-6-4u.3-l.-YzW.XkA|緬甸|+1/(169).9171795
goua|F|Divorced|iYYVR1p._o2oua8.p8.X@t-.T.g---7.5B.eQrLq|Benin|429 -435- 0759 
janeway|M|Widowed|96_x_b@z4tf--liM-r7.14V02-mw6.-w-5b.Y.SbPbDh|San Bartolomé|(315)/ 834 5907 
sawai|Female|Surviving Civil Partner|E_5@Fa.1.7aNQ0tF.cP|Tansania|048 -5927212Ext5
makenzi|F|Civil Partner|_V.9sZ.D8@pE-18D5p9-J.-v.2f.IV.PSV|Jamaïque|882.380-2273Ext7
guanyi|Male|Divorced|ZxV0_PE_@[1.03.4.836]|Bulgaria|(841)3877489 
navi|Male|Married|8j@36-47.6Q3PCy-xQZL.9a8.jP.KUQp|Ethiopia|(298)851 /9873X6
dauxing|Male|Single|_.xQ@B-.-Y4.1H.-K-5.Kz|The Gambia|891 .049 -8966
tarsila|Female|Separated|_@y-46.r4.BiG|Bahamas, The|+1(508)- 0698182
radovan|Female|Separated|hPCk@MTI-As4l1.2.K.zku|Ливия|054041 -9177
shirak|Female|Separated|"E.3mU"@l.9.-M.bb|Republik China|1/(360)  0667813
dianne|F|Divorced|"6Y.t._._._"@[1.685.4.885]|Гренландия|4662619604
yoshizumi|Female|Married|8l59_l@-3.T-cE.0.5--t-6-Z.vZm|拉脫維亞|477393.8905 X.6
baptistin|Male|Widowed|93.D@86.xr.-mJxRW--Pw-j.RD|Фолклендские острова|704242- 3335eXT5
hongjun|Female|Divorced|_@m50-5-q3R.89.52-.y.cFlF|Фареры|001594 - 5821X 3
calderón|M|Civil Partner|"6t96FS_"@7q7-.s.9-v.N0B-.tyt|伊朗|(382)075 -3235x1
lea|Male|Married|b.7W@C87.3y3cJ.27-.O.EJhrDv|Vatican|012 . 9224066 x6
nasira|Female|Single|__Rv@qix.j-.0P58W-.2.Vu|斯瓦尔巴|+1 (634).7010810
yu|M|Separated|_@98g.07Q8.07z2N-5D.-U--hQ8Wm.BZ|Colombia|014642. 0662eXt2
kiat|Female|Married|v@z-.5.Y6yJc7-K119-h-5.C3.yl|Équateur|(442).022 5988X1
kalvakuntla|F|Divorced|"3j_3Q___"@-Ltq-wpW5.V9.-W.P.bLy|Italia|(996)9750378exT8
abdelmajid|M|Widowed|I_cC7@6-2.7I58-.M-d7TZ---R5.C8.DaB|Îles du Cap-Vert|(315)679 4788
bairbre|M|Widowed|m.e__9B@-.K.7.-48-31J.oq|Vatikanstadt|+1 (566) 9269762
hesham|Female|Widowed|"3_p_yj.C_._3_._f_Ir6D_"@5.-7.WPW|阿尔及利亚|318- 017 /4002x8
aparicio|Female|Separated|34@tWOM-f-.mEm8.f-Sl9B.p-79-r-0-S0-rO-.FInryb|Costa de Marfil|002 . 1609239 
caushaud|Male|Separated|_Swd.J@[461.6.33.3]|Congo, Republic of the|843 414  1650
runqiu|M|Civil Partner|1lt.L.6L@[4.27.4.7]|Ghana|+1557 4146678
sonnenbert|Female|Surviving Civil Partner|6@3-b.5C.9.t-.onq|Philippines|1 (124) /2406100
andrewes|F|Separated|B_7__SP@[283.9.62.3]|Botswana|929/409 9785
mzikayise|M|Surviving Civil Partner|hYumqSIi._@d78.L.x-r-.n8-.iQ|Пуэрто-Рико|+1 717. 553 4600
rutha|Female|Civil Partner|"_"@Q.5DX--ca8-9n--a.-14-.9.vSu|Гренада|(678)684/2583
mukat|Female|Widowed|_u@[259.085.956.2]|São Tomé e Príncipe|555  545-3602
asirowitsch|M|Married|GoZ.L___@-hI.jW5k.-L.70419-Q.Cz|Allemagne|+1 (024) 4561694
torashi|M|Separated|"7YU_.K_0__T"@[5.1.36.954]|Киргизия|1/(035).9872142 
mutz|F|Widowed|"Xj"@3.oi|Lituanie|078 - 081.2817
arana|Male|Widowed|h.AhNx__.4.UUzykAL.6dln3b__@4.-D0--FW0-DYokr.I-ebh0.ad|Irlande|+1-(783)5937087
tamoto|Male|Widowed|2_.__3j0@-h.W.-yW6-LT-4.2M9.WB|Антигуа и Барбуда|+1(122)9481111
amaral|F|Separated|U._I_9@-R.ej.0Y-S-5l0.YJ|Singapur|+1 (010)568.0765
rudi|Female|Civil Partner|gY1b.1.2@3Wv-.-3.U-y.3qBf5-u5l-JSs-cX.Ct|卢森堡|552 -6014231
fina|Female|Surviving Civil Partner|s_._b._2_d__1._.59r_5s7_@-1-lfPgZn9.R6XbdF8-.-.-.DLz|Сейшельские Острова|044. 4018426
harkaitz|Female|Single|__@HM.-LwU--N.9.Wp.vImN|薩爾瓦多|(734)131 0175
tamisha|Female|Widowed|VS18@[8.19.9.42]|Brunei Darussalam|(792). 223 /9154
aiying|F|Married|__@[6.6.850.02]|Brésil|071239. 0962x 2
gaoli|F|Single|r_2.W86__.L.8.0__6OH__@-6.U-bx.-3n4fc-e--jp.l9-T5k-1kEL5hid0.ZeliIO|Guinea-Bisáu|+1 496. 4476390 
emmanuela|F|Single|"H"@5O.3--V.OaY|古巴|586 261 3725
childers|Male|Separated|o87__@[57.171.082.896]|Érythrée|(320). 620 7761
tetsuhisa|M|Surviving Civil Partner|0fFF_rs_.RZ@n-.KKb|Albanien|532-282 7496
stepehen|Female|Separated|28brs__@H.5y.lb|Argentina|(577)- 980 0267
ingo|Male|Single|7x_@Ur-.-.-vuG1Xk5N--l--.9.TNrs|Вануату|+1-061 - 0709275
yakhya|M|Married|T_r._.0sj.u91.__F@-hXO-.-K.C.1.jAzfra|Южная Осетия|1-(363)194 4545 
zhensheng|F|Civil Partner|kK.__@v-j9XTg-.--YE.Nhea|Pérou|(006)-901. 1177
doradia|Female|Civil Partner|2n@[720.9.1.683]|Южный Судан|+1 (158)-7252650
rosmery|Female|Widowed|V.31_p6_M@L.BP|España|350  713  5396
areej|Male|Separated|J@-0--L-.n--SpH.07J.0--Q45Cz1DD.JUbUKg|Brazil|+1160- 2364444
hubertus|Male|Widowed|iX.LfEQE.jk88G_E_@-.9.cX|Lithuania|+1 /063 6552004 
abstrupus|Male|Single|x.0@T---ep-81F-3t.M2.7--.-J.tAB|苏里南|(826)402 5254x72
muhsan|M|Surviving Civil Partner|S@Dup--I--W5.--02.-0.YQ.rPHB|Tailandia|+1 -(204)4982559
keverling|F|Single|1._@[7.544.44.369]|Бразилия|(035)0661927X 65
pritam|Female|Surviving Civil Partner|ch4Z5@-Uk.Lj-.y.2jUG7.Xh|Liberia|(414)467/ 9348x0
dalmacia|Female|Separated|f.K.3f.9.0_I__w6_@w.--.-s-sf9K-.01.RUFr|Аландские острова|946/947. 9626
rev|Male|Separated|_3_@-.q5-5.0---0KvUoY-9-3r-.80.Lw|Swaziland|066 .2818918
teno|F|Divorced|_n.ez0._a@p7.---oNf-D2.9.A--j9A.QT|Танзания|233  441/ 0389 
sibyll|Male|Single|O@UTs.x27.-.M.BHS|Équateur|085/ 941 . 5594
setrak|F|Single|n._B.B_@y9-HO.--NDk1.we|São Tomé e Príncipe|024 /751  1610
dushyant|Male|Single|"5"@uM.iv|Jamaika|327 . 8905164
manizha|F|Single|g_@7r.W6.y-52.1-JI.Qy|Bahrain|(757)637  3459
hongxia|Female|Married|SweQ.0L_h_W@[46.5.3.5]|Гватемала|(004)363- 6615
nobushige|Female|Single|1_@L.xc---N.W-9.U-s.APWTrc|Südossetien|1-(240)/ 0493620
lys|Female|Separated|w.pG.Sw@A.ys4.-.d.vL|Antigua-et-Barbuda|114-093  9593x1
millett|F|Widowed|QTI_@KJ31-.7vxbXsF4-0.tM|叙利亚|1/(127)- 3626885
srilekha|M|Separated|"_h_"@[14.156.270.720]|澳大利亚|509- 014  5739 
eleo|Male|Single|XS@PqQ5.0.7n89----PB-d-2-b.C3.nJeDt|Túnez|1 .(088)/3383822
ouadie|Male|Separated|_@[358.7.7.6]|密克羅尼西亞聯邦|+1 (937).3835122
vagner|Male|Married|"5c2I.RHV_l"@u.-U-1.q-U4ssbIJM990PK.5.qDZbJ|Morocco|+1(236) -9097509
mazlum|Male|Surviving Civil Partner|_.v3_.93Lb_4dG@---0.---.1--.-nP-4.WC|Northern Mariana Islands|451- 3357108
angels|F|Single|M70_@8LNjopf1.630cMf-.q.4.bt|Colombia|064/ 144 / 3739
bhopali|Female|Civil Partner|"3._HRi_kPk"@b.-4Z-.-67c-D-9-00.-.lOvW|Elfenbeinküste|(548)798 9691X 0
iannis|Female|Divorced|67G.P@e6-mjsZN34Yg--9-.45v-t.-.-i71.XMp|Saint-Pierre-et-Miquelon|+1 /(736)1815174
örn|Male|Separated|"8Ov_umwh.E"@[9.80.8.920]|Anguilla|(517)/6768415
cevdet|F|Civil Partner|WMV2C.3D@q29.iNx|Эритрея|1(794)/ 327-7643
ditto|M|Single|_SI@[61.510.10.2]|法罗群岛|170 8326437exT 5
stella|M|Divorced|d3r_3U.U@[9.8.58.485]|聖多美和普林西比|068. 9851820EXT6
raycho|Female|Widowed|j3.R._@Jqe-P.ZA--41.d8-P.-.Ba|Tchéquie|(048). 227 .0606
hinson|M|Single|Vw@QA2.q.qN.3-A-2-.JBvm|Curaçao|016-1388344X6999
shahrzad|Male|Separated|3y_.19fKG._@pY.-.L9kX-D--66FmYq-l.l-hOg8MBK69.tC|São Tomé-et-Principe|0454749344 exT 0
asif|Male|Widowed|"ltf.__z.e.3Q"@[455.1.577.9]|Îles Salomon|1/482. 735/ 6704
navia|Male|Civil Partner|__sX6@R-v-7-4i-y.clUc----.D--5l.7yq5X----m-Zd.jRzRe|Paraguay|(154)081 5878
aadnesen|M|Widowed|"6s.6"@F.KY|Мавритания|863.2662737exT.3
ignatas|M|Married|x__@tYW5-JB4-H-hu--f.42--.--w.091Q6--5-2-.Ub|New Caledonia|(159)/375/4558
ledjie|F|Single|"4_4"@--v.WL|Brazil|206. 070- 9022
ely|M|Surviving Civil Partner|cM@[8.96.1.2]|Бруней|+1-(132)919 4268
hasubhai|F|Divorced|_2@-pDpA-W-U.-.MBF|Allemagne|037  859 6070x.3
mady|M|Civil Partner|bb__.U._1__@003.7mmrj.X8-jQ-.O94.at|Poland|738/969/9159
carylon|F|Single|u6@4I2-.k.2.-fUH1-7o.ZK|聖文森及格瑞那丁|147 - 873 /8686
lihu|Female|Single|f_H._.O_@IE5w.u.g.-5Cs3Z.gOEV|Paraguay|344 6853056exT 7
bartolo|M|Separated|8.Ofv@-o.U-ey97d6C3.7.--OH.fEu|Сальвадор|+1(204)  2127473
anastasija|Male|Widowed|Ex.Tr_k.1N_iTpO9@----3-.yzOf|Бразилия|277597 . 2064
jinming|F|Surviving Civil Partner|O._@[5.5.37.0]|梵蒂冈|(404) .851- 2488
millett|Female|Divorced|"59_"@u.c22.7oqy--v.2yX8d1--.ExHuo|Pākistān|1 (410)978  6802
djime|Female|Divorced|O@-.aYt|Granada|(866)199 4360
brown|F|Divorced|"_hv"@[624.65.9.760]|Swasiland|0670255404exT. 4
katamori|M|Widowed|AaR@[5.987.3.128]|Uruguay|1 044759 0951
thea|F|Civil Partner|pX.c2m@[8.7.25.111]|Isla de Man|034  262/5278 
